0	19
0	24
0	33
0	34
0	55
0	57
1	7
1	15
1	19
1	30
1	31
1	40
1	42
1	57
2	7
2	24
2	33
2	38
3	36
3	51
3	59
4	44
5	15
5	28
5	36
5	41
6	10
6	20
6	27
6	37
6	38
6	51
7	1
7	2
7	45
7	59
7	60
8	9
8	14
8	18
8	24
8	27
8	61
9	8
9	10
9	21
9	39
9	43
9	44
9	47
10	6
10	9
10	29
10	47
10	52
11	59
12	49
13	15
13	17
13	18
13	29
13	38
13	40
13	45
13	47
14	8
14	16
14	17
14	21
14	29
14	33
14	37
14	43
14	51
14	52
14	53
14	56
15	1
15	5
15	13
15	17
15	45
15	53
15	55
16	14
16	39
16	40
16	50
16	57
16	59
17	13
17	14
17	15
17	23
17	28
17	29
17	34
17	36
17	41
18	8
18	13
18	20
18	22
18	37
18	43
18	57
19	0
19	1
19	40
19	54
20	6
20	18
20	32
20	36
20	41
20	43
20	44
20	45
20	52
21	9
21	14
21	24
21	28
21	40
21	51
22	18
23	17
23	33
23	51
24	0
24	2
24	8
24	21
24	46
24	54
25	30
25	32
25	38
26	27
26	33
26	57
27	6
27	8
27	26
27	47
27	51
28	5
28	17
28	21
28	45
28	54
29	10
29	13
29	14
29	17
29	37
29	40
29	41
29	43
29	50
30	1
30	25
30	40
30	41
30	57
31	1
32	20
32	25
32	45
33	0
33	2
33	14
33	23
33	26
33	34
33	35
33	37
33	51
33	58
34	0
34	17
34	33
34	36
34	45
35	33
36	3
36	5
36	17
36	20
36	34
36	42
36	45
37	6
37	14
37	18
37	29
37	33
37	38
37	45
37	50
37	51
37	52
37	61
38	2
38	6
38	13
38	25
38	37
38	42
38	45
38	47
39	9
39	16
40	1
40	13
40	16
40	19
40	21
40	29
40	30
40	50
41	5
41	17
41	20
41	29
41	30
42	1
42	36
42	38
42	43
42	50
42	61
43	9
43	14
43	18
43	20
43	29
43	42
43	56
44	4
44	9
44	20
44	54
45	7
45	13
45	15
45	20
45	28
45	32
45	34
45	36
45	37
45	38
45	57
46	24
46	57
47	9
47	10
47	13
47	27
47	38
47	50
48	51
49	12
49	54
50	16
50	29
50	37
50	40
50	42
50	47
50	59
51	3
51	6
51	14
51	21
51	23
51	27
51	33
51	37
51	48
51	54
52	10
52	14
52	20
52	37
53	14
53	15
54	19
54	24
54	28
54	44
54	49
54	51
54	57
55	0
55	15
56	14
56	43
57	0
57	1
57	16
57	18
57	26
57	30
57	45
57	46
57	54
58	33
59	3
59	7
59	11
59	16
59	50
60	7
61	8
61	37
61	42
