615 168.12682926829268
838 90.87112171837708
1344 139.84300595238096
1539 53.57959714100065
33 266.1599788407768
785 165.61146496815286
40 252.78594890510962
47 280.8061955682944
46 223.9285558225914
30 260.09336071184146
22 297.09551441466374
15 301.7041786283891
25 264.4589304812835
37 245.7983799823559
55 241.25705838876573
159 184.277358490566
41 275.13915742793756
31 261.53134015211145
157 231.73513800424624
23 293.17749360613857
176 205.61282467532465
257 237.73540856031127
236 252.819209039548
19 306.3593453050463
27 275.70777954988483
68 215.94534679543455
59 296.775523822234
18 289.6311750599519
76 228.61902834008097
134 209.98041044776113
24 269.5048057867621
116 205.20862068965513
112 226.6270833333333
325 154.40307692307692
196 201.91496598639455
166 203.78829604130806
395 214.7746835443038
115 206.95009451795843
5 463.8653518123674
21 286.898252512014
9 380.78549987397093
29 264.53859328613834
106 239.87297843665763
128 209.34007352941177
144 250.70138888888886
43 221.66984528558902
133 246.82778374507697
17 287.3397770398482
102 248.07052498418722
145 169.05888594164455
198 152.2003367003367
190 210.78133971291862
507 165.14595660749507
229 271.6346433770015
20 297.63934359805506
42 242.0304649418825
38 242.9909168081495
44 238.68154101995572
57 261.89734100877183
58 252.49425287356323
942 146.71337579617835
85 251.23850267379683
53 261.2170480396092
130 202.19698996655515
108 223.21932870370372
66 247.2445141065832
80 236.97708333333324
32 255.8893366807611
136 245.64869281045756
86 223.4945031712473
189 130.89153439153438
72 223.12168325041458
151 228.0237306843267
74 271.92054986020497
63 243.61440551063194
16 321.26309625212946
34 245.1783134306355
7 400.70564557116666
60 234.98672566371678
84 217.43683187560734
92 219.07082748948108
206 158.2094313453537
562 116.11209964412811
2 662.074017531764
104 238.5461538461538
45 263.96289855072473
13 315.1800758518864
54 262.88914084152196
170 228.0105882352941
175 182.4844897959184
82 252.16275797373362
75 197.4023880597015
199 254.8178391959799
94 186.37269503546094
62 225.2198977962311
132 195.33686868686863
309 121.957928802589
201 237.97636815920396
100 300.94030303030297
8 381.8031473720971
49 261.3195301376363
163 244.85352760736197
376 144.77925531914894
51 242.4306501547988
12 326.4316604074207
97 234.21961160393192
148 215.79797297297296
64 258.3263888888889
113 208.4452008168822
121 278.3666811657242
36 281.4231506041852
93 254.9833147942158
711 127.42053445850914
73 220.58201153568845
328 156.07926829268294
271 203.82656826568268
99 201.4859117490696
228 181.86111111111111
39 247.99512820512862
48 248.70128205128208
168 236.23469387755102
346 193.0626204238921
191 197.4208115183246
259 233.9737451737452
1953 48.81874039938556
338 249.99112426035504
52 284.86953017042845
127 196.25421822272216
149 188.45973154362414
79 240.17147943037972
150 196.2072222222222
10185 22.074521354933726
26 267.87313348416285
78 196.60657051282047
324 238.08333333333334
161 225.23119392684612
4 497.9357118927973
69 245.64819238732272
10 337.9087649402391
67 232.31399962214255
35 254.02709225379522
56 235.23094349680176
173 246.1239563262685
14 317.4375873015868
172 227.79809725158557
289 119.05017301038062
142 220.67723004694838
11 348.80042970323586
171 229.15204678362576
6 404.2693015763452
89 244.52546019603162
139 172.64355788096793
193 138.03108808290156
14730 33.332382892057026
1 553.8445361158294
3 540.0284623843752
90 191.27013888888885
763 156.0681520314548
212 228.29447439353098
308 187.38311688311688
137 221.85583941605833
114 225.57324561403502
232 195.32758620689654
141 242.64302600472809
110 213.16602870813398
61 218.57666345226608
231 112.66666666666667
71 235.5899623090657
407 223.0835380835381
213 254.943661971831
95 242.77714285714288
119 231.59663865546221
234 358.9316239316239
719 88.0904033379694
91 236.7594627594628
147 153.62312925170068
81 249.49252761533467
65 210.71115384615388
349 216.80038204393506
256 219.77864583333334
3800 23.870789473684212
855 149.34152046783626
118 275.71186440677974
402 150.35489220563846
3880 70.04690721649484
83 222.9091977666764
233 160.29327610872676
302 211.6147902869757
167 222.47704590818364
77 250.20431354359923
111 272.42372372372364
472 199.4343220338983
358 200.74022346368716
28 263.0122643652059
352 160.90719696969697
155 225.37022332506206
250 177.744
646 132.48065015479875
87 240.82029716848893
186 201.17383512544802
5420 36.323431734317346
138 161.21212121212122
705 168.4241134751773
122 224.31803278688528
459 109.47058823529412
109 198.23394495412848
195 204.17820512820515
2916 64.57647462277092
264 126.08712121212122
96 270.39725378787875
154 248.50937950937953
600 131.56444444444446
131 201.8355842630652
556 118.15107913669065
290 250.19655172413792
567 162.93827160493828
1373 131.5673707210488
249 178.68961560527825
260 146.39461538461538
375 114.67733333333334
968 73.15185950413223
2089 74.88989947343227
400 223.1175
826 189.42372881355934
416 195.43028846153845
158 283.97890295358656
188 293.64952718676125
162 206.21773288439954
269 242.71096654275095
194 200.1791237113402
185 190.8738738738739
50 239.32535714285703
143 230.48158508158502
1068 149.91947565543072
105 247.56998556998562
187 193.87776928953397
533 236.8799249530957
534 164.31460674157304
262 216.9675572519084
238 225.03571428571428
88 238.8316596194502
103 212.55300970873787
1795 108.34930362116992
164 169.83536585365852
